Country_name,Country_ISO3,Year,Indicator_name,Indicator_code,Value
"Egypt, Arab Rep.",EGY,2010,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.930980026721954
"Egypt, Arab Rep.",EGY,2006,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.930509984493256
"Egypt, Arab Rep.",EGY,2005,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.874509990215302
"Egypt, Arab Rep.",EGY,1996,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.8473299741745
"Egypt, Arab Rep.",EGY,1986,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.756569981575012
"Egypt, Arab Rep.",EGY,1976,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.604730010032654
"Egypt, Arab Rep.",EGY,2021,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,92.129997253418
"Egypt, Arab Rep.",EGY,2017,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,89.4833831787109
"Egypt, Arab Rep.",EGY,2015,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,4.88000011444092
"Egypt, Arab Rep.",EGY,2013,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,93.6492767333984
"Egypt, Arab Rep.",EGY,2012,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,92.3557586669922
"Egypt, Arab Rep.",EGY,2010,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,90.5576324462891
"Egypt, Arab Rep.",EGY,2006,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,87.8567962646484
"Egypt, Arab Rep.",EGY,2005,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,90.0791168212891
"Egypt, Arab Rep.",EGY,1996,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,78.9908676147461
"Egypt, Arab Rep.",EGY,1986,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,71.3806762695313
"Egypt, Arab Rep.",EGY,1976,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,63.0406799316406
"Egypt, Arab Rep.",EGY,2021,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,67.3899993896484
"Egypt, Arab Rep.",EGY,2017,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,65.5056915283203
"Egypt, Arab Rep.",EGY,2013,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,62.7052192687988
"Egypt, Arab Rep.",EGY,2012,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,65.7566604614258
"Egypt, Arab Rep.",EGY,2010,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,63.5158081054688
"Egypt, Arab Rep.",EGY,2006,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,57.8119087219238
"Egypt, Arab Rep.",EGY,2005,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,56.1215515136719
"Egypt, Arab Rep.",EGY,1996,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,43.5953102111816
"Egypt, Arab Rep.",EGY,1986,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,31.3926696777344
"Egypt, Arab Rep.",EGY,1976,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,22.438009262085
"Egypt, Arab Rep.",EGY,2021,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,78.7799987792969
"Egypt, Arab Rep.",EGY,2017,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,76.4952163696289
"Egypt, Arab Rep.",EGY,2013,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,81.6940612792969
"Egypt, Arab Rep.",EGY,2012,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,81.6792221069336
"Egypt, Arab Rep.",EGY,2010,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,80.2686462402344
"Egypt, Arab Rep.",EGY,2006,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,74.6218032836914
"Egypt, Arab Rep.",EGY,2005,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,77.9101333618164
"Egypt, Arab Rep.",EGY,1996,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,67.1517791748047
"Egypt, Arab Rep.",EGY,1986,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,56.9761581420898
"Egypt, Arab Rep.",EGY,1976,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,53.6151885986328
"Egypt, Arab Rep.",EGY,2019,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00809001922607
"Egypt, Arab Rep.",EGY,2018,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0039199590683
"Egypt, Arab Rep.",EGY,2017,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00267994403839
"Egypt, Arab Rep.",EGY,2016,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00066995620728
"Egypt, Arab Rep.",EGY,2014,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99712997674942
"Egypt, Arab Rep.",EGY,2013,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.991439998149872
"Egypt, Arab Rep.",EGY,2012,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.986760020256042
"Egypt, Arab Rep.",EGY,2011,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.954770028591156
"Egypt, Arab Rep.",EGY,2010,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.971019983291626
"Egypt, Arab Rep.",EGY,2009,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.967440009117126
"Egypt, Arab Rep.",EGY,2007,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.958100020885468
"Egypt, Arab Rep.",EGY,2006,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.950450003147125
"Egypt, Arab Rep.",EGY,2005,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.947350025177002
"Egypt, Arab Rep.",EGY,2004,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.967779994010925
"Egypt, Arab Rep.",EGY,2003,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.957329988479614
"Egypt, Arab Rep.",EGY,2002,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.948310017585754
"Egypt, Arab Rep.",EGY,2001,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.940599977970123
"Egypt, Arab Rep.",EGY,2000,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.931089997291565
"Egypt, Arab Rep.",EGY,1999,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.923250019550323
"Egypt, Arab Rep.",EGY,1997,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.878430008888245
"Egypt, Arab Rep.",EGY,1996,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.762960016727448
"Egypt, Arab Rep.",EGY,1995,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.888159990310669
"Egypt, Arab Rep.",EGY,1994,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.854709982872009
"Egypt, Arab Rep.",EGY,1993,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.868680000305176
"Egypt, Arab Rep.",EGY,1992,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.861779987812042
"Egypt, Arab Rep.",EGY,1991,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.841220021247864
"Egypt, Arab Rep.",EGY,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.85004997253418
"Egypt, Arab Rep.",EGY,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.835529983043671
"Egypt, Arab Rep.",EGY,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.789120018482208
"Egypt, Arab Rep.",EGY,1987,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.819029986858368
"Egypt, Arab Rep.",EGY,1986,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.806129992008209
"Egypt, Arab Rep.",EGY,1985,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.78846001625061
"Egypt, Arab Rep.",EGY,1984,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.768090009689331
"Egypt, Arab Rep.",EGY,1983,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.746500015258789
"Egypt, Arab Rep.",EGY,1982,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.72996997833252
"Egypt, Arab Rep.",EGY,1981,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.717989981174469
"Egypt, Arab Rep.",EGY,1980,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.705190002918243
"Egypt, Arab Rep.",EGY,1979,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.696590006351471
"Egypt, Arab Rep.",EGY,1978,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.68519002199173
"Egypt, Arab Rep.",EGY,1977,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.674329996109009
"Egypt, Arab Rep.",EGY,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.666329979896545
"Egypt, Arab Rep.",EGY,1975,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.657710015773773
"Egypt, Arab Rep.",EGY,1974,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.657079994678497
"Egypt, Arab Rep.",EGY,1973,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.654070019721985
"Egypt, Arab Rep.",EGY,1972,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.655340015888214
"Egypt, Arab Rep.",EGY,1971,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.65692001581192
"Egypt, Arab Rep.",EGY,2019,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00065004825592
"Egypt, Arab Rep.",EGY,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.996510028839111
"Egypt, Arab Rep.",EGY,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.994140028953552
"Egypt, Arab Rep.",EGY,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.993189990520477
"Egypt, Arab Rep.",EGY,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.996010005474091
"Egypt, Arab Rep.",EGY,2013,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.985740005970001
"Egypt, Arab Rep.",EGY,2012,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.985279977321625
"Egypt, Arab Rep.",EGY,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.968879997730255
"Egypt, Arab Rep.",EGY,2010,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.97122997045517
"Egypt, Arab Rep.",EGY,2009,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.976069986820221
"Egypt, Arab Rep.",EGY,2004,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.957469999790192
"Egypt, Arab Rep.",EGY,2003,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.950519979000092
"Egypt, Arab Rep.",EGY,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.941929996013641
"Egypt, Arab Rep.",EGY,2000,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.93283998966217
"Egypt, Arab Rep.",EGY,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.923099994659424
"Egypt, Arab Rep.",EGY,1997,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.876820027828217
"Egypt, Arab Rep.",EGY,1996,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.811249971389771
"Egypt, Arab Rep.",EGY,1995,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.88577002286911
"Egypt, Arab Rep.",EGY,1994,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.851029992103577
"Egypt, Arab Rep.",EGY,1993,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.862829983234406
"Egypt, Arab Rep.",EGY,1992,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.855579972267151
"Egypt, Arab Rep.",EGY,1991,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.82344001531601
"Egypt, Arab Rep.",EGY,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.81632000207901
"Egypt, Arab Rep.",EGY,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.7985799908638
"Egypt, Arab Rep.",EGY,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.763979971408844
"Egypt, Arab Rep.",EGY,1987,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.773899972438812
"Egypt, Arab Rep.",EGY,1986,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.761259973049164
"Egypt, Arab Rep.",EGY,1985,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.743600010871887
"Egypt, Arab Rep.",EGY,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.725409984588623
"Egypt, Arab Rep.",EGY,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.707350015640259
"Egypt, Arab Rep.",EGY,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.691919982433319
"Egypt, Arab Rep.",EGY,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.678839981555939
"Egypt, Arab Rep.",EGY,1980,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.662819981575012
"Egypt, Arab Rep.",EGY,1979,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.657130002975464
"Egypt, Arab Rep.",EGY,1978,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.644779980182648
"Egypt, Arab Rep.",EGY,1977,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6387699842453
"Egypt, Arab Rep.",EGY,1976,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.630410015583038
"Egypt, Arab Rep.",EGY,1975,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.618470013141632
"Egypt, Arab Rep.",EGY,1974,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.624119997024536
"Egypt, Arab Rep.",EGY,1973,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.620620012283325
"Egypt, Arab Rep.",EGY,1972,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.619539976119995
"Egypt, Arab Rep.",EGY,1971,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.618399977684021
"Egypt, Arab Rep.",EGY,2019,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.990459978580475
"Egypt, Arab Rep.",EGY,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.986590027809143
"Egypt, Arab Rep.",EGY,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.982969999313354
"Egypt, Arab Rep.",EGY,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.983690023422241
"Egypt, Arab Rep.",EGY,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.995580017566681
"Egypt, Arab Rep.",EGY,2013,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.979319989681244
"Egypt, Arab Rep.",EGY,2012,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.984640002250671
"Egypt, Arab Rep.",EGY,2011,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.988889992237091
"Egypt, Arab Rep.",EGY,2010,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.973029971122742
"Egypt, Arab Rep.",EGY,2009,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.990989983081818
"Egypt, Arab Rep.",EGY,2004,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.9478600025177
"Egypt, Arab Rep.",EGY,2003,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.944249987602234
"Egypt, Arab Rep.",EGY,2001,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.943270027637482
"Egypt, Arab Rep.",EGY,2000,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.934700012207031
"Egypt, Arab Rep.",EGY,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.923129975795746
"Egypt, Arab Rep.",EGY,1997,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.875020027160645
"Egypt, Arab Rep.",EGY,1996,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.879620015621185
"Egypt, Arab Rep.",EGY,1995,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.882669985294342
"Egypt, Arab Rep.",EGY,1994,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.845990002155304
"Egypt, Arab Rep.",EGY,1993,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.855419993400574
"Egypt, Arab Rep.",EGY,1992,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.847949981689453
"Egypt, Arab Rep.",EGY,1991,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.801739990711212
"Egypt, Arab Rep.",EGY,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.776440024375916
"Egypt, Arab Rep.",EGY,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.738510012626648
"Egypt, Arab Rep.",EGY,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.72367000579834
"Egypt, Arab Rep.",EGY,1987,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.705060005187988
"Egypt, Arab Rep.",EGY,1986,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.693009972572327
"Egypt, Arab Rep.",EGY,1985,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.67535001039505
"Egypt, Arab Rep.",EGY,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.661159992218018
"Egypt, Arab Rep.",EGY,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.648899972438812
"Egypt, Arab Rep.",EGY,1982,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.635689973831177
"Egypt, Arab Rep.",EGY,1981,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.620800018310547
"Egypt, Arab Rep.",EGY,1980,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.599579989910126
"Egypt, Arab Rep.",EGY,1979,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.597440004348755
"Egypt, Arab Rep.",EGY,1978,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.581520020961761
"Egypt, Arab Rep.",EGY,1977,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.579119980335236
"Egypt, Arab Rep.",EGY,1976,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.56344997882843
"Egypt, Arab Rep.",EGY,1975,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.539250016212463
"Egypt, Arab Rep.",EGY,1974,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.551090002059937
"Egypt, Arab Rep.",EGY,1973,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.540650010108948
