Country_ID,Year,Indicator_ID,Indicator_description,Indicator_value
GHA,2016,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",1.01233995
GHA,2015,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9996399879
GHA,2014,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9994099736
GHA,2013,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9992700219
GHA,2012,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9980800152
GHA,2011,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9906499982
GHA,2009,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9838799834
GHA,2008,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9836000204
GHA,2007,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9827299714
GHA,2006,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9813299775
GHA,2005,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9595699906
GHA,2004,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9406099916
GHA,2003,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9462199807
GHA,2002,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9415000081
GHA,2001,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9413099885
GHA,2000,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9312899709
GHA,1999,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.923150003
GHA,1995,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8986099958
GHA,1994,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8886799812
GHA,1993,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8821300268
GHA,1992,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.871450007
GHA,1991,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8553199768
GHA,1990,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8431500196
GHA,1989,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8340200186
GHA,1988,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8261500001
GHA,1987,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7871500254
GHA,1985,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.801789999
GHA,1984,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8205599785
GHA,1983,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8205199838
GHA,1982,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8214799762
GHA,1981,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.827549994
GHA,1980,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8186500072
GHA,1979,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8102700114
GHA,1978,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7998600006
GHA,1977,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8039799929
GHA,1976,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8025000095
GHA,1975,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8120499849
GHA,1974,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8348799944
GHA,1973,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8231599927
GHA,1972,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8284599781
GHA,1971,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8400599957
KEN,2019,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9709037542
KEN,2016,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",1.003700018
KEN,2015,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9994699955
KEN,2014,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",1.007380009
KEN,2012,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",1.008249998
KEN,2009,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9779300094
KEN,2008,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9782400131
KEN,2007,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9835000038
KEN,2006,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9695199728
KEN,2005,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.956709981
KEN,2004,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9396899939
KEN,2003,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.948210001
KEN,2002,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.945029974
KEN,2001,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9758300185
KEN,2000,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9815700054
KEN,1999,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.967689991
KEN,1998,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9772599936
KEN,1995,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9816300273
KEN,1994,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9843299985
KEN,1993,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9778400064
KEN,1992,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9704599977
KEN,1991,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9707099795
KEN,1990,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9658799767
KEN,1989,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9627500176
KEN,1988,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9655799866
KEN,1987,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9554200172
KEN,1986,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9527199864
KEN,1985,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9566599727
KEN,1984,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9502199888
KEN,1983,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9412199855
KEN,1982,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9411200285
KEN,1981,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9337800145
KEN,1980,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9219899774
KEN,1979,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9078999758
KEN,1978,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.894299984
KEN,1977,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.887740016
KEN,1976,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8784199953
KEN,1975,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8605899811
KEN,1974,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8306800127
KEN,1973,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7918999791
KEN,1972,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7711499929
KEN,1971,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7575399876
KEN,1970,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7341700196
MAR,2021,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9727799892
MAR,2020,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9704599977
MAR,2019,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9660500288
MAR,2018,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9603899717
MAR,2017,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9555699825
MAR,2016,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9540399909
MAR,2015,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9500200152
MAR,2014,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9560800195
MAR,2013,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9559299946
MAR,2012,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9533299804
MAR,2011,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.948390007
MAR,2010,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9407200217
MAR,2009,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9318100214
MAR,2008,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9191499949
MAR,2007,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9112200141
MAR,2006,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9057599902
MAR,2005,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.907310009
MAR,2004,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9104499817
MAR,2003,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9079099894
MAR,2002,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.896780014
MAR,2001,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8786100149
MAR,2000,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8497099876
MAR,1999,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.8206200004
MAR,1998,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7868999839
MAR,1997,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7668200135
MAR,1996,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7539499998
MAR,1995,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7396399975
MAR,1994,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7250000238
MAR,1993,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.7085400224
MAR,1992,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6981999874
MAR,1991,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6882600188
MAR,1990,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6772099733
MAR,1989,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6634500027
MAR,1988,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6552100182
MAR,1987,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6481599808
MAR,1986,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6438999772
MAR,1985,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6359599829
MAR,1984,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.628880024
MAR,1983,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6314100027
MAR,1982,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6224700212
MAR,1981,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6127799749
MAR,1980,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.6028400064
MAR,1979,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.5986999869
MAR,1978,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.5924299955
MAR,1977,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.586409986
MAR,1976,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.5848799944
MAR,1975,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.5797899961
MAR,1974,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.5741000175
MAR,1973,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.56329
MAR,1972,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.544359982
MAR,1971,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.5311800241
NGA,2019,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",1.009978771
NGA,2018,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9779300094
NGA,2017,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9430775046
NGA,2016,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9427099824
NGA,2015,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9371491075
NGA,2014,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9853900075
NGA,2013,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9748399854
NGA,2012,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9741600156
NGA,2011,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",0.9327700138
