Country_ID,Indicator_ID,Year,Indicator_description,Indicator_value,Disadvantaged_value_based,Boolean_indicator_value,Ratio_indicator_value
EGY,SE.ENR.PRIM.FM.ZS,2002,"School enrollment, primary (gross), gender parity index (GPI)",0.9483100176,false,"",0.9483100176
EGY,SE.ENR.PRIM.FM.ZS,2003,"School enrollment, primary (gross), gender parity index (GPI)",0.9573299885,false,"",0.9573299885
EGY,SE.ENR.PRIM.FM.ZS,2004,"School enrollment, primary (gross), gender parity index (GPI)",0.967779994,false,"",0.967779994
EGY,SE.ENR.PRIM.FM.ZS,2005,"School enrollment, primary (gross), gender parity index (GPI)",0.9473500252,false,"",0.9473500252
EGY,SE.ENR.PRIM.FM.ZS,2006,"School enrollment, primary (gross), gender parity index (GPI)",0.9504500031,false,"",0.9504500031
EGY,SE.ENR.PRIM.FM.ZS,2007,"School enrollment, primary (gross), gender parity index (GPI)",0.9581000209,false,"",0.9581000209
EGY,SE.ENR.PRIM.FM.ZS,2009,"School enrollment, primary (gross), gender parity index (GPI)",0.9674400091,false,"",0.9674400091
EGY,SE.ENR.PRIM.FM.ZS,2010,"School enrollment, primary (gross), gender parity index (GPI)",0.9710199833,false,"",0.9710199833
EGY,SE.ENR.PRIM.FM.ZS,2011,"School enrollment, primary (gross), gender parity index (GPI)",0.9547700286,false,"",0.9547700286
EGY,SE.ENR.PRIM.FM.ZS,2012,"School enrollment, primary (gross), gender parity index (GPI)",0.9867600203,false,"",0.9867600203
EGY,SE.ENR.PRIM.FM.ZS,2013,"School enrollment, primary (gross), gender parity index (GPI)",0.9914399981,false,"",0.9914399981
EGY,SE.ENR.PRIM.FM.ZS,2014,"School enrollment, primary (gross), gender parity index (GPI)",0.9971299767,false,"",0.9971299767
EGY,SE.ENR.PRIM.FM.ZS,2016,"School enrollment, primary (gross), gender parity index (GPI)",1.000669956,false,"",1.000669956
EGY,SE.ENR.PRIM.FM.ZS,2017,"School enrollment, primary (gross), gender parity index (GPI)",1.002679944,false,"",1.002679944
EGY,SE.ENR.PRIM.FM.ZS,2018,"School enrollment, primary (gross), gender parity index (GPI)",1.003919959,false,"",1.003919959
EGY,SE.ENR.PRIM.FM.ZS,2019,"School enrollment, primary (gross), gender parity index (GPI)",1.008090019,false,"",1.008090019
EGY,SE.ENR.SECO.FM.ZS,1971,"School enrollment, secondary (gross), gender parity index (GPI)",0.5200799704,false,"",0.5200799704
EGY,SE.ENR.SECO.FM.ZS,1972,"School enrollment, secondary (gross), gender parity index (GPI)",0.5311499834,false,"",0.5311499834
EGY,SE.ENR.SECO.FM.ZS,1973,"School enrollment, secondary (gross), gender parity index (GPI)",0.5406500101,false,"",0.5406500101
EGY,SE.ENR.SECO.FM.ZS,1974,"School enrollment, secondary (gross), gender parity index (GPI)",0.5510900021,false,"",0.5510900021
EGY,SE.ENR.SECO.FM.ZS,1975,"School enrollment, secondary (gross), gender parity index (GPI)",0.5392500162,false,"",0.5392500162
EGY,SE.ENR.SECO.FM.ZS,1976,"School enrollment, secondary (gross), gender parity index (GPI)",0.5634499788,false,"",0.5634499788
EGY,SE.ENR.SECO.FM.ZS,1977,"School enrollment, secondary (gross), gender parity index (GPI)",0.5791199803,false,"",0.5791199803
EGY,SE.ENR.SECO.FM.ZS,1978,"School enrollment, secondary (gross), gender parity index (GPI)",0.581520021,false,"",0.581520021
EGY,SE.ENR.SECO.FM.ZS,1979,"School enrollment, secondary (gross), gender parity index (GPI)",0.5974400043,false,"",0.5974400043
EGY,SE.ENR.SECO.FM.ZS,1980,"School enrollment, secondary (gross), gender parity index (GPI)",0.5995799899,false,"",0.5995799899
EGY,SE.ENR.SECO.FM.ZS,1981,"School enrollment, secondary (gross), gender parity index (GPI)",0.6208000183,false,"",0.6208000183
EGY,SE.ENR.SECO.FM.ZS,1982,"School enrollment, secondary (gross), gender parity index (GPI)",0.6356899738,false,"",0.6356899738
EGY,SE.ENR.SECO.FM.ZS,1983,"School enrollment, secondary (gross), gender parity index (GPI)",0.6488999724,false,"",0.6488999724
EGY,SE.ENR.SECO.FM.ZS,1984,"School enrollment, secondary (gross), gender parity index (GPI)",0.6611599922,false,"",0.6611599922
EGY,SE.ENR.SECO.FM.ZS,1985,"School enrollment, secondary (gross), gender parity index (GPI)",0.6753500104,false,"",0.6753500104
EGY,SE.ENR.SECO.FM.ZS,1986,"School enrollment, secondary (gross), gender parity index (GPI)",0.6930099726,false,"",0.6930099726
EGY,SE.ENR.SECO.FM.ZS,1987,"School enrollment, secondary (gross), gender parity index (GPI)",0.7050600052,false,"",0.7050600052
EGY,SE.ENR.SECO.FM.ZS,1988,"School enrollment, secondary (gross), gender parity index (GPI)",0.7236700058,false,"",0.7236700058
EGY,SE.ENR.SECO.FM.ZS,1989,"School enrollment, secondary (gross), gender parity index (GPI)",0.7385100126,false,"",0.7385100126
EGY,SE.ENR.SECO.FM.ZS,1990,"School enrollment, secondary (gross), gender parity index (GPI)",0.7764400244,false,"",0.7764400244
EGY,SE.ENR.SECO.FM.ZS,1991,"School enrollment, secondary (gross), gender parity index (GPI)",0.8017399907,false,"",0.8017399907
EGY,SE.ENR.SECO.FM.ZS,1992,"School enrollment, secondary (gross), gender parity index (GPI)",0.8479499817,false,"",0.8479499817
EGY,SE.ENR.SECO.FM.ZS,1993,"School enrollment, secondary (gross), gender parity index (GPI)",0.8554199934,false,"",0.8554199934
EGY,SE.ENR.SECO.FM.ZS,1994,"School enrollment, secondary (gross), gender parity index (GPI)",0.8459900022,false,"",0.8459900022
EGY,SE.ENR.SECO.FM.ZS,1995,"School enrollment, secondary (gross), gender parity index (GPI)",0.8826699853,false,"",0.8826699853
EGY,SE.ENR.SECO.FM.ZS,1996,"School enrollment, secondary (gross), gender parity index (GPI)",0.8796200156,false,"",0.8796200156
EGY,SE.ENR.SECO.FM.ZS,1997,"School enrollment, secondary (gross), gender parity index (GPI)",0.8750200272,false,"",0.8750200272
EGY,SE.ENR.SECO.FM.ZS,1999,"School enrollment, secondary (gross), gender parity index (GPI)",0.9231299758,false,"",0.9231299758
EGY,SE.ENR.SECO.FM.ZS,2000,"School enrollment, secondary (gross), gender parity index (GPI)",0.9347000122,false,"",0.9347000122
EGY,SE.ENR.SECO.FM.ZS,2001,"School enrollment, secondary (gross), gender parity index (GPI)",0.9432700276,false,"",0.9432700276
EGY,SE.ENR.SECO.FM.ZS,2003,"School enrollment, secondary (gross), gender parity index (GPI)",0.9442499876,false,"",0.9442499876
EGY,SE.ENR.SECO.FM.ZS,2004,"School enrollment, secondary (gross), gender parity index (GPI)",0.9478600025,false,"",0.9478600025
EGY,SE.ENR.SECO.FM.ZS,2009,"School enrollment, secondary (gross), gender parity index (GPI)",0.9909899831,false,"",0.9909899831
EGY,SE.ENR.SECO.FM.ZS,2010,"School enrollment, secondary (gross), gender parity index (GPI)",0.9730299711,false,"",0.9730299711
EGY,SE.ENR.SECO.FM.ZS,2011,"School enrollment, secondary (gross), gender parity index (GPI)",0.9888899922,false,"",0.9888899922
EGY,SE.ENR.SECO.FM.ZS,2012,"School enrollment, secondary (gross), gender parity index (GPI)",0.9846400023,false,"",0.9846400023
EGY,SE.ENR.SECO.FM.ZS,2013,"School enrollment, secondary (gross), gender parity index (GPI)",0.9793199897,false,"",0.9793199897
EGY,SE.ENR.SECO.FM.ZS,2014,"School enrollment, secondary (gross), gender parity index (GPI)",0.9955800176,false,"",0.9955800176
EGY,SE.ENR.SECO.FM.ZS,2016,"School enrollment, secondary (gross), gender parity index (GPI)",0.9836900234,false,"",0.9836900234
EGY,SE.ENR.SECO.FM.ZS,2017,"School enrollment, secondary (gross), gender parity index (GPI)",0.9829699993,false,"",0.9829699993
EGY,SE.ENR.SECO.FM.ZS,2018,"School enrollment, secondary (gross), gender parity index (GPI)",0.9865900278,false,"",0.9865900278
EGY,SE.ENR.SECO.FM.ZS,2019,"School enrollment, secondary (gross), gender parity index (GPI)",0.9904599786,false,"",0.9904599786
EGY,SE.ENR.TERT.FM.ZS,1971,"School enrollment, tertiary (gross), gender parity index (GPI)",0.3965800107,false,"",0.3965800107
EGY,SE.ENR.TERT.FM.ZS,1972,"School enrollment, tertiary (gross), gender parity index (GPI)",0.405490011,false,"",0.405490011
EGY,SE.ENR.TERT.FM.ZS,1973,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4341099858,false,"",0.4341099858
EGY,SE.ENR.TERT.FM.ZS,1974,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4420799911,false,"",0.4420799911
EGY,SE.ENR.TERT.FM.ZS,1975,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4507200122,false,"",0.4507200122
EGY,SE.ENR.TERT.FM.ZS,1976,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4701800048,false,"",0.4701800048
EGY,SE.ENR.TERT.FM.ZS,1977,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4380800128,false,"",0.4380800128
EGY,SE.ENR.TERT.FM.ZS,1978,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4406599998,false,"",0.4406599998
EGY,SE.ENR.TERT.FM.ZS,1979,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4596300125,false,"",0.4596300125
EGY,SE.ENR.TERT.FM.ZS,1980,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4667800069,false,"",0.4667800069
EGY,SE.ENR.TERT.FM.ZS,1981,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4816200137,false,"",0.4816200137
EGY,SE.ENR.TERT.FM.ZS,1982,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4827100039,false,"",0.4827100039
EGY,SE.ENR.TERT.FM.ZS,1983,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4872100055,false,"",0.4872100055
EGY,SE.ENR.TERT.FM.ZS,1984,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4775800109,false,"",0.4775800109
EGY,SE.ENR.TERT.FM.ZS,1985,"School enrollment, tertiary (gross), gender parity index (GPI)",0.5075700283,false,"",0.5075700283
EGY,SE.ENR.TERT.FM.ZS,1986,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4327999949,false,"",0.4327999949
EGY,SE.ENR.TERT.FM.ZS,1987,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4087600112,false,"",0.4087600112
EGY,SE.ENR.TERT.FM.ZS,1988,"School enrollment, tertiary (gross), gender parity index (GPI)",0.4990999997,false,"",0.4990999997
EGY,SE.ENR.TERT.FM.ZS,1989,"School enrollment, tertiary (gross), gender parity index (GPI)",0.5167999864,false,"",0.5167999864
EGY,SE.ENR.TERT.FM.ZS,1990,"School enrollment, tertiary (gross), gender parity index (GPI)",0.5319200158,false,"",0.5319200158
EGY,SE.ENR.TERT.FM.ZS,1991,"School enrollment, tertiary (gross), gender parity index (GPI)",0.5832899809,false,"",0.5832899809
EGY,SE.ENR.TERT.FM.ZS,2001,"School enrollment, tertiary (gross), gender parity index (GPI)",0.7911000252,false,"",0.7911000252
EGY,SE.ENR.TERT.FM.ZS,2002,"School enrollment, tertiary (gross), gender parity index (GPI)",0.8168600202,false,"",0.8168600202
EGY,SE.ENR.TERT.FM.ZS,2003,"School enrollment, tertiary (gross), gender parity index (GPI)",0.8680599928,false,"",0.8680599928
EGY,SE.ENR.TERT.FM.ZS,2004,"School enrollment, tertiary (gross), gender parity index (GPI)",0.809319973,false,"",0.809319973
EGY,SE.ENR.TERT.FM.ZS,2005,"School enrollment, tertiary (gross), gender parity index (GPI)",0.8412200212,false,"",0.8412200212
EGY,SE.ENR.TERT.FM.ZS,2006,"School enrollment, tertiary (gross), gender parity index (GPI)",0.8796799779,false,"",0.8796799779
EGY,SE.ENR.TERT.FM.ZS,2007,"School enrollment, tertiary (gross), gender parity index (GPI)",0.7634999752,false,"",0.7634999752
EGY,SE.ENR.TERT.FM.ZS,2008,"School enrollment, tertiary (gross), gender parity index (GPI)",0.9334200025,false,"",0.9334200025
EGY,SE.ENR.TERT.FM.ZS,2009,"School enrollment, tertiary (gross), gender parity index (GPI)",0.8988800049,false,"",0.8988800049
EGY,SE.ENR.TERT.FM.ZS,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",0.9162200093,false,"",0.9162200093
EGY,SE.ENR.TERT.FM.ZS,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",0.9099000096,false,"",0.9099000096
EGY,SE.ENR.TERT.FM.ZS,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",0.8946300149,false,"",0.8946300149
EGY,SE.ENR.TERT.FM.ZS,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",0.8927199841,false,"",0.8927199841
EGY,SE.ENR.TERT.FM.ZS,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",0.8941599727,false,"",0.8941599727
EGY,SE.ENR.TERT.FM.ZS,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",0.9614899755,false,"",0.9614899755
EGY,SE.ENR.TERT.FM.ZS,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",1.022320032,false,"",1.022320032
EGY,SE.ENR.TERT.FM.ZS,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",1.033499956,false,"",1.033499956
EGY,SE.ENR.TERT.FM.ZS,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",1.044450045,false,"",1.044450045
EGY,SG.APL.PSPT.EQ,1970,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1971,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1972,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1973,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1974,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1975,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1976,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1977,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1978,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1979,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1980,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1981,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1982,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1983,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1984,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1985,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1986,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1987,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1988,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1989,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1990,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1991,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1992,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1993,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1994,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1995,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1996,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1997,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1998,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,1999,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2000,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2001,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2002,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2003,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2004,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2005,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2006,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2007,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2008,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2009,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2010,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2011,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2012,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2013,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2014,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2015,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2016,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2017,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2018,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2019,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2020,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2021,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.APL.PSPT.EQ,2022,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1970,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1971,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1972,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1973,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1974,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1975,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1976,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1977,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1978,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1979,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1980,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1981,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1982,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1983,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1984,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1985,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1986,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1987,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1988,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1989,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1990,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1991,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1992,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1993,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1994,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1995,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1996,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1997,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1998,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,1999,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2000,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2001,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2002,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2003,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2004,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2005,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2006,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2007,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2008,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
EGY,SG.BUS.REGT.EQ,2009,A woman can register a business in the same way as a man (1=yes; 0=no),1,false,1,
