Country_ID,Year,Indicator_ID,Indicator_description,Indicator_value,Indicator_group
EGY,1970,SG.APL.PSPT.EQ,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,Agency
EGY,1981,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1982,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1983,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1984,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1985,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1986,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1987,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1988,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1989,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1990,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1991,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1992,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1993,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1994,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1995,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1996,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1997,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1998,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,1999,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,2000,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),0,Agency
EGY,2001,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2002,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2003,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2004,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2005,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2006,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2007,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2008,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2009,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2010,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2011,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2012,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2013,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2014,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2015,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2016,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2017,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2018,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2019,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2020,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2021,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,2022,SG.LOC.LIVE.EQ,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,Agency
EGY,1970,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1971,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1972,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1973,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1974,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1975,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1976,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1977,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1978,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1979,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1980,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1981,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1982,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1983,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1984,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1985,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1986,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1987,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1988,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1989,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1990,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1991,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1992,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1993,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1994,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1995,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1996,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1997,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1998,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1999,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2000,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2001,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2002,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2003,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2004,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2005,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2006,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2007,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2008,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2009,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2010,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2011,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2012,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2013,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2014,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2015,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2016,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2017,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2018,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2019,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2020,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2021,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,2022,SG.GET.JOBS.EQ,A woman can get a job in the same way as a man (1=yes; 0=no),0,Agency
EGY,1970,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1971,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1972,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1973,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1974,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1975,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1976,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1977,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1978,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1979,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1980,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1981,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1982,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1983,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1984,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1985,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1986,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1987,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1988,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1989,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1990,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1991,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1992,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1993,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1994,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1995,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1996,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1997,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1998,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,1999,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,2000,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,2001,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,2002,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,2003,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
EGY,2004,SG.OBT.DVRC.EQ,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),0,Agency
